record_index,player_id,player_name,link_12c_team,link_12c_team_name_candidate,link_12c_second,link_160_team,link_160_team_name_candidate,link_160_second,link_164_team,link_164_team_name_candidate,link_164_second,candidate_date,direction_vs_roster_candidate
14976,133112,João Victor,548,SÃO JOSÉ,1274,16910,ATLÉTICO CEARENSE,629,16910,ATLÉTICO CEARENSE,629,,LUA_ORIGIN_EQUALS_ROSTER
15070,101023,Tiago Baiano,65535,,65535,49681,BRASIL DE PELOTAS,1261,49681,BRASIL DE PELOTAS,1261,,LUA_ORIGIN_EQUALS_ROSTER
15090,377322,Gatito,49337,FÉNIX,620,16915,,1048,16915,,1048,,LUA_ORIGIN_EQUALS_ROSTER
15091,128515,João Victor,33328,AUCAS,1009,16915,,1048,16915,,1048,,LUA_ORIGIN_EQUALS_ROSTER
15097,63504,Madson,49337,FÉNIX,620,16915,,1048,16915,,1048,,LUA_ORIGIN_EQUALS_ROSTER
15145,138477,Paulo Vitor,33295,BAHIA DE FEIRA,519,16917,CSA,1285,16917,CSA,1285,,LUA_ORIGIN_EQUALS_ROSTER
15146,133185,Pedro Manoel,49739,UNIVERSIDAD CÉSAR VALLEJO,1007,16917,CSA,1285,16917,CSA,1285,,LUA_ORIGIN_EQUALS_ROSTER
15161,130662,Hugo,32946,CLUB ATLÉTICO CERRO,623,534,FERROVIÁRIO,92,534,FERROVIÁRIO,92,,LUA_ORIGIN_EQUALS_ROSTER
15231,61703,Yuri Duarte,49414,DEPORTIVO DE LA CORUÑA,653,49689,MARICÁ,615,49689,MARICÁ,615,,LUA_ORIGIN_EQUALS_ROSTER
15287,104453,Holliwer,49771,LOS ANGELES GALAXY,1038,33307,MANAUS,1499,33307,MANAUS,1499,,LUA_ORIGIN_EQUALS_ROSTER
15300,132802,Emerson Bombado,33324,VELO CLUBE,1011,33307,MANAUS,1499,33307,MANAUS,1499,,LUA_ORIGIN_EQUALS_ROSTER
15315,108978,Luís Cetin,478,SÃO BERNARDO,517,16924,NOROESTE,1084,16924,NOROESTE,1084,,LUA_ORIGIN_EQUALS_ROSTER
15371,120054,Eduardo,33334,CLUB GUARANÍ,628,542,PARANÁ CLUBE,616,542,PARANÁ CLUBE,616,,LUA_ORIGIN_EQUALS_ROSTER
15372,120038,Brayan,32946,CLUB ATLÉTICO CERRO,623,542,PARANÁ CLUBE,616,542,PARANÁ CLUBE,616,,LUA_ORIGIN_EQUALS_ROSTER
15375,100370,Gustavo Valadares,166,NANTES,54,542,PARANÁ CLUBE,616,542,PARANÁ CLUBE,616,,LUA_ORIGIN_EQUALS_ROSTER
15379,135485,Rodrigo,16688,,1056,542,PARANÁ CLUBE,616,542,PARANÁ CLUBE,616,,LUA_ORIGIN_EQUALS_ROSTER
15532,136529,Lorenzo,49667,MARANHÃO,52,548,SÃO JOSÉ,1274,548,SÃO JOSÉ,1274,,LUA_ORIGIN_EQUALS_ROSTER
15542,369337,Fabricio,548,SÃO JOSÉ,1274,33317,SANTO ANDRÉ,614,33317,SANTO ANDRÉ,614,,LUA_ORIGIN_EQUALS_ROSTER
15565,55027,Igor,33320,SÃO CAETANO,98,16934,SAMPAIO CORRÊA RJ,313,16934,SAMPAIO CORRÊA RJ,313,,LUA_ORIGIN_EQUALS_ROSTER
15607,400917,Fernando Caixeta,16623,MIDDLESBROUGH,51,33320,SÃO CAETANO,98,33320,SÃO CAETANO,98,,LUA_ORIGIN_EQUALS_ROSTER
15638,392956,Bruno Fuso,577,METROPOLITANOS FC,1417,16937,SOUSA EC,1415,16937,SOUSA EC,1415,,LUA_ORIGIN_EQUALS_ROSTER
15640,111272,Gabriel Souza,32956,MONTEVIDEO WANDERERS,621,16937,SOUSA EC,1415,16937,SOUSA EC,1415,,LUA_ORIGIN_EQUALS_ROSTER
15740,135132,Michel,16931,RETRÔ FC BRASIL,1049,33325,XV DE PIRACICABA,1415,33325,XV DE PIRACICABA,1415,,LUA_ORIGIN_EQUALS_ROSTER
15782,138567,Brian Arias,16566,DANUBIO MONTEVIDEO,620,49710,ALIANZA LIMA,571,49710,ALIANZA LIMA,571,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
15800,134339,Esteban Pavez,16675,,1252,49710,ALIANZA LIMA,571,49710,ALIANZA LIMA,571,,LUA_ORIGIN_EQUALS_ROSTER
15899,56148,Cristian López,33378,AL-WASL SC,1293,562,CLUB BOLÍVAR,1010,562,CLUB BOLÍVAR,1010,,LUA_ORIGIN_EQUALS_ROSTER
15904,65079,Jesús Velásquez,16582,KASHIMA ANTLERS,672,562,CLUB BOLÍVAR,1010,562,CLUB BOLÍVAR,1010,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16029,58170,Cristian Riveros,32839,,588,567,CLUB LIBERTAD,1009,567,CLUB LIBERTAD,1009,,LUA_ORIGIN_EQUALS_ROSTER
16042,141206,Ángel González,32777,FULHAM,44,567,CLUB LIBERTAD,1009,567,CLUB LIBERTAD,1009,,LUA_ORIGIN_EQUALS_ROSTER
16058,140953,Facundo Insfrán,532,CAPIVARIANO,100,49720,CLUB OLIMPIA,1008,49720,CLUB OLIMPIA,1008,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16060,143114,Aaron Páez,16584,KAWASAKI FRONTALE,600,49720,CLUB OLIMPIA,1008,49720,CLUB OLIMPIA,1008,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16180,126943,Félix Mina,16964,ORIENTE PETROLERO,1001,49724,EMELEC,1000,49724,EMELEC,1000,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16225,123839,Darwin Guagua,16566,DANUBIO MONTEVIDEO,620,33341,INDEPENDIENTE DEL VALLE,1008,33341,INDEPENDIENTE DEL VALLE,1008,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16226,109212,Justin Lerma,138,BELGRANO,634,33341,INDEPENDIENTE DEL VALLE,1008,33341,INDEPENDIENTE DEL VALLE,1008,,LUA_ORIGIN_EQUALS_ROSTER
16258,141022,Dayler Quintela,542,PARANÁ CLUBE,616,574,INDEPENDIENTE PETROLERO,1000,574,INDEPENDIENTE PETROLERO,1000,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16267,141379,Bruno Poveda,33041,REAL VALLADOLID,66,33343,JORGE WILSTERMANN,1000,33343,JORGE WILSTERMANN,1000,,LUA_ORIGIN_EQUALS_ROSTER
16304,128182,Tito Rojas,49689,MARICÁ,615,577,METROPOLITANOS FC,1417,577,METROPOLITANOS FC,1417,,LUA_ORIGIN_EQUALS_ROSTER
16333,125665,Ricardo Farro,16963,MONAGAS,1417,16962,MELGAR,1011,16962,MELGAR,1011,,LUA_ORIGIN_EQUALS_ROSTER
16404,401296,Joel Bernal,32951,DEFENSOR SPORTING,673,49733,ROYAL PARI,624,49733,ROYAL PARI,624,,LUA_ORIGIN_EQUALS_ROSTER
16416,129060,Gustavo Salvatierra,49698,PRIMAVERA,50,16966,SAN ANTONIO BULO BULO,592,16966,SAN ANTONIO BULO BULO,592,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16488,133275,Ismael Quispe,16577,ATLETICO RIVER PLATE,624,584,SPORT BOYS,669,584,SPORT BOYS,669,,LUA_ORIGIN_EQUALS_ROSTER
16489,133559,Ernesto Pinillos,32930,,103,584,SPORT BOYS,669,584,SPORT BOYS,669,,LUA_ORIGIN_EQUALS_ROSTER
16490,134874,Diego Mesía,49570,WUHAN THREE TOWNS,1023,584,SPORT BOYS,669,584,SPORT BOYS,669,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16525,401092,Sebastian Altamirano,49337,FÉNIX,620,16969,THE STRONGEST,1000,16969,THE STRONGEST,1000,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
16539,322048,Jhefferson Rodríguez,49203,OSASUNA,65,49738,UNIVERSITARIO,553,49738,UNIVERSITARIO,553,,LUA_ORIGIN_EQUALS_ROSTER
16575,125649,Diego Enríquez,49733,ROYAL PARI,624,49739,UNIVERSIDAD CÉSAR VALLEJO,1007,49739,UNIVERSIDAD CÉSAR VALLEJO,1007,,LUA_ORIGIN_EQUALS_ROSTER
16613,138578,Yackson Rivas,49426,SPORTING GIJÓN,90,588,ZAMORA,1001,588,ZAMORA,1001,,LUA_ORIGIN_EQUALS_ROSTER
16642,1073877615,Gus Hoefsloot,49637,MALMÖ,49,33358,SYDNEY,16778,33358,SYDNEY,16778,,LUA_ORIGIN_EQUALS_ROSTER
16643,1073847688,Max Vartuli,33125,SERVETTE,489,33358,SYDNEY,16778,33358,SYDNEY,16778,,LUA_ORIGIN_EQUALS_ROSTER
16644,373818,Harrison Devenish-Meares,33362,AL-SHORTA,17426,33358,SYDNEY,16778,33358,SYDNEY,16778,,LUA_ORIGIN_EQUALS_ROSTER
16666,120471,Mohammadreza Khaledabadi,16943,ALWAYS READY,1008,591,ESTEGHLAL,16778,591,ESTEGHLAL,16778,,LUA_ORIGIN_EQUALS_ROSTER
16667,1073877497,Amirhossein Nikpour,49424,REAL SOCIEDAD B,398,591,ESTEGHLAL,16778,591,ESTEGHLAL,16778,,LUA_ORIGIN_EQUALS_ROSTER
16751,142728,Hasan Ahmed,196,CONSADOLE SAPPORE,50,33362,AL-SHORTA,17426,33362,AL-SHORTA,17426,,LUA_ORIGIN_EQUALS_ROSTER
16752,140374,Mohammed Kareem,192,CA PROGRESO,624,33362,AL-SHORTA,17426,33362,AL-SHORTA,17426,,LUA_ORIGIN_EQUALS_ROSTER
16788,1073871646,Haziq Nadzli,49351,KASHIWA REYSOL,601,595,JOHOR DARUL TA'ZIM,17621,595,JOHOR DARUL TA'ZIM,17621,,LUA_ORIGIN_EQUALS_ROSTER
16810,1073877576,Salah Zakaria,16997,AL-AHLY,1243,49748,AL-DUHAIL SC,17025,49748,AL-DUHAIL SC,17025,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
16811,128116,Bautista Burke,49763,RAJA CASABLANCA,1416,49748,AL-DUHAIL SC,17025,49748,AL-DUHAIL SC,17025,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
16812,135595,Amir Hassan,32947,BOSTON RIVER,619,49748,AL-DUHAIL SC,17025,49748,AL-DUHAIL SC,17025,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
16840,136003,Yousef Abdulla Baliadeh,16586,ALBIREX NIIGATA,673,16981,AL-SADD,17427,16981,AL-SADD,17427,,LUA_ORIGIN_EQUALS_ROSTER
16854,1073877626,Mohammed Waad,16874,ESTRELA VERMELHA,586,16981,AL-SADD,17427,16981,AL-SADD,17427,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
16903,1073800253,Yu Sang-hun,16727,ORENBURG,1325,33367,SEOUL,16454,33367,SEOUL,16454,,LUA_ORIGIN_EQUALS_ROSTER
16924,1073877680,Baek Jong-bum,591,ESTEGHLAL,16778,33367,SEOUL,16454,33367,SEOUL,16454,,LUA_ORIGIN_EQUALS_ROSTER
16925,1073878819,Jeong Jin-wook,49741,MELBOURNE VICTORY,17425,33367,SEOUL,16454,33367,SEOUL,16454,,LUA_ORIGIN_EQUALS_ROSTER
16960,1073877692,Park Ji-min,49426,SPORTING GIJÓN,90,16984,SUWON SAMSUNG BLUEWINGS,16453,16984,SUWON SAMSUNG BLUEWINGS,16453,,LUA_ORIGIN_EQUALS_ROSTER
16969,138663,Seong-Min Ryu,204,SANFRECCE HIROSHIMA,600,33369,,17427,33369,,17427,,LUA_ORIGIN_EQUALS_ROSTER
16970,135880,Moon Hyeon-ho,16953,CUSCO,625,33369,,17427,33369,,17427,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
16997,131770,Jung Seong-Bin,32924,TALLERES DE CÓRDOBA,1261,33369,,17427,33369,,17427,,LUA_ORIGIN_EQUALS_ROSTER
17004,140497,Abdulla Al-salati,16943,ALWAYS READY,1008,16986,AL-ARABI SC,16721,16986,AL-ARABI SC,16721,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17013,102804,Jasem Al-hail,33022,ALBACETE,1075,16986,AL-ARABI SC,16721,16986,AL-ARABI SC,16721,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17014,401526,Noureldin Ahmed,16948,CARACAS FC,1009,16986,AL-ARABI SC,16721,16986,AL-ARABI SC,16721,,LUA_ORIGIN_EQUALS_ROSTER
17119,322920,Mehdi Moubarik,33324,VELO CLUBE,1011,49757,AL-AIN,16717,49757,AL-AIN,16717,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17127,133857,Marcos Maia,106,MOREIRENSE,597,49757,AL-AIN,16717,49757,AL-AIN,16717,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17136,1073844763,Lee Myung-joo,49329,,1030,16990,AL WAHDA,17622,16990,AL WAHDA,17622,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17146,1073853425,Hussain Abbas Juma,16591,JÚBILO IWATA,72,16990,AL WAHDA,17622,16990,AL WAHDA,17622,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17178,1073800791,Hassan Hamza Ali H.,49724,EMELEC,1000,607,SHABAB AL AHLI DUBAI,17428,607,SHABAB AL AHLI DUBAI,17428,,LUA_ORIGIN_EQUALS_ROSTER
17224,1073857444,Mayed Muhsin,16727,ORENBURG,1325,608,,17803,608,,17803,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17247,1073871590,K. Alidjanov,16948,CARACAS FC,1009,49761,,16723,49761,,16723,,LUA_ORIGIN_EQUALS_ROSTER
17266,1073871589,U. Khamraev,16990,AL WAHDA,17622,49761,,16723,49761,,16723,,LUA_ORIGIN_EQUALS_ROSTER
17267,1073877559,A. Isaqov,49757,AL-AIN,16717,49761,,16723,49761,,16723,,LUA_ORIGIN_EQUALS_ROSTER
17283,129596,F. Bilanglod,16584,KAWASAKI FRONTALE,600,33378,AL-WASL SC,1293,33378,AL-WASL SC,1293,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17295,140251,R. Niamthaisong,16739,LUGANO,1241,33378,AL-WASL SC,1293,33378,AL-WASL SC,1293,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17320,401101,El Hadaoui,49703,SAMPAIO CORRÊA,1027,49763,RAJA CASABLANCA,1416,49763,RAJA CASABLANCA,1416,,LUA_ORIGIN_EQUALS_ROSTER
17332,125513,Yassine Bennani,33378,AL-WASL SC,1293,16996,,588,16996,,588,,LUA_ORIGIN_EQUALS_ROSTER
17344,395448,Omar Aqzdaou,186,LIVERPOOL MONTEVIDEO,621,16996,,588,16996,,588,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17365,126323,Mostafa Ahmed,33395,AL-AHLY,346,16997,AL-AHLY,1243,16997,AL-AHLY,1243,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17366,125366,Hamza Alaa,187,RAMPLA JUNIORS,622,16997,AL-AHLY,1243,16997,AL-AHLY,1243,,LUA_ORIGIN_EQUALS_ROSTER
17382,134932,Ali Ben Romdhane,49219,,586,16997,AL-AHLY,1243,16997,AL-AHLY,1243,,LUA_ORIGIN_EQUALS_ROSTER
17399,134116,Areya Prasad,49771,LOS ANGELES GALAXY,1038,614,AUCKLAND CITY,1418,614,AUCKLAND CITY,1418,,LUA_ORIGIN_EQUALS_ROSTER
17401,58360,Sebastián Ciganda,186,LIVERPOOL MONTEVIDEO,621,614,AUCKLAND CITY,1418,614,AUCKLAND CITY,1418,,LUA_ORIGIN_EQUALS_ROSTER
17450,126322,Ntandoyenkosi Nkosi,567,CLUB LIBERTAD,1009,33383,MAMELODI SUNDOWNS,1237,33383,MAMELODI SUNDOWNS,1237,,LUA_ORIGIN_EQUALS_ROSTER
17539,134488,Jacob Castro,16586,ALBIREX NIIGATA,673,49770,SEATTLE SOUNDERS,1040,49770,SEATTLE SOUNDERS,1040,2026-12-31,LUA_ORIGIN_EQUALS_ROSTER
17630,380294,Iker Fimbres,16392,EVERTON,44,33389,MONTERREY,444,33389,MONTERREY,444,,LUA_ORIGIN_EQUALS_ROSTER
17637,126458,Thomas Hasal,49417,,546,17006,,447,17006,,447,,LUA_ORIGIN_EQUALS_ROSTER
17638,126680,David Ochoa,49357,KYOTO SANGA,600,17006,,447,17006,,447,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17692,41177,Fernando Tapia,16977,SEPAHAN,16719,624,CLUB AMÉRICA,316,624,CLUB AMÉRICA,316,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17694,120991,Jonathan Estrada,614,AUCKLAND CITY,1418,624,CLUB AMÉRICA,316,624,CLUB AMÉRICA,316,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
17731,109344,Ziad Haytham,33358,SYDNEY,16778,625,PYRAMIDS,104,625,PYRAMIDS,104,2026-06-30,LUA_ORIGIN_EQUALS_ROSTER
